Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,City,Region,Product_Category,Product_Name,Quantity,Unit_Price,Discount_Percent,Sales,Cost,Profit,Payment_Mode,Rating,Sales_Calculated,Sales_Mismatch,Profit_Mismatch,Sales_Outlier,Profit_Outlier,Order_Year,Order_Month,Order_Month_Name,Order_Weekday,Profit_Margin_%
ORD1044,2024-04-19,C0044,Ravi Nair,Female,32,Trichy,South,Household,Mop Set,3,696,0,2088.0,1718.77,369.23,UPI,5,2088.0,False,False,False,False,2024,4,Apr,Friday,17.68
ORD1997,2024-04-19,C0997,Kavya Kannan,Male,33,Coimbatore,South,Fruits,Banana Dozen,5,616,0,3080.0,1961.41,1118.59,UPI,4,3080.0,False,False,False,False,2024,4,Apr,Friday,36.32
ORD1311,2024-04-20,C0311,Harini Sharma,Male,21,Salem,South,Household,Detergent,4,280,0,1120.0,770.13,349.87,Card,4,1120.0,False,False,False,False,2024,4,Apr,Saturday,31.24
ORD1573,2024-04-21,C0573,Suresh Krishnan,Male,52,Trichy,South,Beverages,Soft Drink,10,427,5,4056.5,3088.5,968.0,Card,2,4056.5,False,False,False,False,2024,4,Apr,Sunday,23.86
ORD1181,2024-04-22,C0181,Ravi Sharma,Male,19,Pune,West,Personal Care,Shampoo,4,57,20,182.4,152.68,29.72,Card,3,182.4,False,False,False,False,2024,4,Apr,Monday,16.29
ORD1915,2024-04-22,C0915,Rahul Nair,Male,59,Chennai,South,Snacks,Namkeen,10,127,15,1079.5,751.33,328.17,UPI,2,1079.5,False,False,False,False,2024,4,Apr,Monday,30.4
ORD1836,2024-04-22,C0836,Harini Rao,Female,54,Coimbatore,South,Snacks,Chips Pack,3,227,15,578.85,373.65,205.2,UPI,2,578.85,False,False,False,False,2024,4,Apr,Monday,35.45
ORD1145,2024-04-23,C0145,Prakash Reddy,Female,56,Chennai,South,Fruits,Apple 1Kg,4,454,20,1452.8,1037.7,415.1,Cash,1,1452.8,False,False,False,False,2024,4,Apr,Tuesday,28.57
ORD1031,2024-04-24,C0031,Dinesh Krishnan,Male,62,Kochi,South,Fruits,Apple 1Kg,9,747,15,5714.55,4230.06,1484.49,UPI,5,5714.55,False,False,False,False,2024,4,Apr,Wednesday,25.98
ORD1608,2024-04-24,C0608,Keerthana Krishnan,Male,49,Coimbatore,South,Beverages,Soft Drink,5,103,0,515.0,330.21,184.79,UPI,2,515.0,False,False,False,False,2024,4,Apr,Wednesday,35.88
ORD1899,2024-04-24,C0899,Karthik Joseph,Male,60,Coimbatore,South,Beverages,Soft Drink,5,528,10,2376.0,1624.16,751.84,UPI,5,2376.0,False,False,False,False,2024,4,Apr,Wednesday,31.64
ORD1616,2024-04-25,C0616,Nisha Joseph,Female,20,Delhi,North,Household,Mop Set,3,603,15,1537.65,1052.78,484.87,UPI,5,1537.65,False,False,False,False,2024,4,Apr,Thursday,31.53
ORD1110,2024-04-27,C0110,Shalini Rao,Male,45,Mumbai,West,Fruits,Banana Dozen,10,465,0,4650.0,3711.97,938.03,Card,2,4650.0,False,False,False,False,2024,4,Apr,Saturday,20.17
ORD1563,2024-04-28,C0563,Vignesh Rao,Male,28,Delhi,North,Snacks,Biscuits Pack,6,80,10,432.0,340.79,91.21,Card,4,432.0,False,False,False,False,2024,4,Apr,Sunday,21.11
ORD1849,2024-04-28,C0849,Karthik Yadav,Female,23,Pune,West,Personal Care,Toothpaste,9,472,5,4035.6,2646.9,1388.7,UPI,1,4035.6,False,False,False,False,2024,4,Apr,Sunday,34.41
ORD1704,2024-04-29,C0704,Manoj Verma,Male,28,Madurai,South,Fruits,Orange 1Kg,7,572,0,4004.0,2408.25,1595.75,Cash,4,4004.0,False,False,False,False,2024,4,Apr,Monday,39.85
ORD1280,2024-04-30,C0280,Sneha Patel,Male,39,Bangalore,West,Fruits,Apple 1Kg,3,792,10,2138.4,1674.87,463.53,Card,3,2138.4,False,False,False,False,2024,4,Apr,Tuesday,21.68
ORD1903,2024-04-30,C0903,Suresh Sharma,Female,22,Salem,South,Personal Care,Toothpaste,9,380,10,3078.0,2191.91,886.09,Card,4,3078.0,False,False,False,False,2024,4,Apr,Tuesday,28.79
ORD1158,2024-04-30,C0158,Anitha Babu,Female,34,Coimbatore,South,Beverages,Coffee Powder,8,555,15,3774.0,3126.33,647.67,Cash,4,3774.0,False,False,False,False,2024,4,Apr,Tuesday,17.16
ORD1175,2024-05-01,C0175,Karthik Paul,Male,24,Kochi,South,Personal Care,Toothpaste,9,311,20,2239.2,1724.41,514.79,Card,3,2239.2,False,False,False,False,2024,5,May,Wednesday,22.99
ORD1861,2024-05-02,C0861,Manoj Kannan,Male,23,Pune,West,Beverages,Soft Drink,7,306,15,1820.7,1259.62,561.08,UPI,4,1820.7,False,False,False,False,2024,5,May,Thursday,30.82
ORD1666,2024-05-03,C0666,Dinesh Das,Female,49,Coimbatore,South,Personal Care,Toothpaste,4,139,20,444.8,348.55,96.25,UPI,2,444.8,False,False,False,False,2024,5,May,Friday,21.64
ORD1865,2024-05-05,C0865,Manoj Iyer,Male,26,Coimbatore,South,Snacks,Namkeen,1,593,15,504.05,403.3,100.75,Cash,2,504.05,False,False,False,False,2024,5,May,Sunday,19.99
ORD1740,2024-05-06,C0740,Vignesh Verma,Male,30,Chennai,South,Snacks,Namkeen,10,670,10,6030.0,4463.77,1566.23,Cash,5,6030.0,False,False,False,False,2024,5,May,Monday,25.97
ORD1874,2024-05-06,C0874,Priya Kumar,Male,51,Hyderabad,East,Grocery,Rice 5Kg,4,412,0,1648.0,1311.29,336.71,Cash,3,1648.0,False,False,False,False,2024,5,May,Monday,20.43
ORD1866,2024-05-07,C0866,Sanjay Yadav,Female,41,Mumbai,West,Snacks,Biscuits Pack,5,796,0,3980.0,2472.19,1507.81,Cash,2,3980.0,False,False,False,False,2024,5,May,Tuesday,37.88
ORD1967,2024-05-09,C0967,Kavya Babu,Male,58,Coimbatore,South,Vegetables,Onion 1Kg,7,261,0,1827.0,1420.5,406.5,Cash,4,1827.0,False,False,False,False,2024,5,May,Thursday,22.25
ORD1850,2024-05-10,C0850,Rahul Babu,Female,42,Delhi,North,Vegetables,Onion 1Kg,4,787,0,3148.0,2339.62,808.38,Cash,1,3148.0,False,False,False,False,2024,5,May,Friday,25.68
ORD1204,2024-05-10,C0204,Arun Rao,Male,18,Bangalore,West,Snacks,Namkeen,2,207,20,331.2,231.27,99.93,UPI,3,331.2,False,False,False,False,2024,5,May,Friday,30.17
ORD1714,2024-05-12,C0714,Arun Gupta,Male,30,Delhi,North,Household,Detergent,4,314,0,1256.0,963.06,292.94,UPI,5,1256.0,False,False,False,False,2024,5,May,Sunday,23.32
ORD1798,2024-05-12,C0798,Prakash Yadav,Female,48,Bangalore,West,Grocery,Wheat Flour 10Kg,7,425,5,2826.25,2394.96,431.29,Cash,1,2826.25,False,False,False,False,2024,5,May,Sunday,15.26
ORD1488,2024-05-13,C0488,Anitha Raj,Male,48,Madurai,South,Personal Care,Soap Pack,7,538,15,3201.1,2539.93,661.17,Cash,2,3201.1,False,False,False,False,2024,5,May,Monday,20.65
ORD1260,2024-05-15,C0260,Deepa Yadav,Male,27,Hyderabad,East,Beverages,Tea Powder,1,308,5,292.6,226.87,65.73,Cash,3,292.6,False,False,False,False,2024,5,May,Wednesday,22.46
ORD1334,2024-05-15,C0334,Prakash Gupta,Male,56,Hyderabad,East,Fruits,Orange 1Kg,9,45,0,405.0,291.0,114.0,UPI,2,405.0,False,False,False,False,2024,5,May,Wednesday,28.15
ORD1676,2024-05-16,C0676,Divya Singh,Female,29,Pune,West,Snacks,Namkeen,7,352,15,2094.4,1507.11,587.29,Cash,5,2094.4,False,False,False,False,2024,5,May,Thursday,28.04
ORD1269,2024-05-16,C0269,Swathi Paul,Male,22,Bangalore,West,Beverages,Coffee Powder,6,331,5,1886.7,1312.54,574.16,Cash,5,1886.7,False,False,False,False,2024,5,May,Thursday,30.43
ORD1454,2024-05-19,C0454,Nisha Babu,Female,36,Coimbatore,South,Personal Care,Soap Pack,5,35,0,175.0,127.9,47.1,Card,5,175.0,False,False,False,False,2024,5,May,Sunday,26.91
ORD1806,2024-05-19,C0806,Vignesh Kannan,Female,60,Chennai,South,Dairy,Cheese,1,281,0,281.0,218.41,62.59,Cash,4,281.0,False,False,False,False,2024,5,May,Sunday,22.27
ORD1392,2024-05-19,C0392,Ravi Reddy,Female,52,Hyderabad,East,Household,Mop Set,1,510,5,484.5,355.32,129.18,Card,2,484.5,False,False,False,False,2024,5,May,Sunday,26.66
ORD1552,2024-05-19,C0552,Shalini Gupta,Male,26,Madurai,South,Snacks,Biscuits Pack,1,172,15,146.2,111.77,34.43,Cash,4,146.2,False,False,False,False,2024,5,May,Sunday,23.55
ORD1506,2024-05-20,C0506,Meena Paul,Male,30,Pune,West,Household,Cleaner,6,213,15,1086.3,785.24,301.06,UPI,1,1086.3,False,False,False,False,2024,5,May,Monday,27.71
ORD1187,2024-05-20,C0187,Hari Reddy,Male,57,Trichy,South,Household,Detergent,9,302,20,2174.4,1683.08,491.32,Cash,5,2174.4,False,False,False,False,2024,5,May,Monday,22.6
ORD1136,2024-05-20,C0136,Deepa Joseph,Male,22,Coimbatore,South,Vegetables,Potato 2Kg,4,374,15,1271.6,824.0,447.6,Card,1,1271.6,False,False,False,False,2024,5,May,Monday,35.2
ORD1623,2024-05-20,C0623,Meena Mohan,Male,29,Coimbatore,South,Fruits,Banana Dozen,9,498,20,3585.6,2828.36,757.24,Card,3,3585.6,False,False,False,False,2024,5,May,Monday,21.12
ORD1632,2024-05-22,C0632,Ajay Paul,Female,56,Chennai,South,Beverages,Tea Powder,8,381,10,2743.2,2119.84,623.36,Cash,3,2743.2,False,False,False,False,2024,5,May,Wednesday,22.72
ORD1546,2024-05-22,C0546,Meena Kumar,Male,27,Bangalore,West,Beverages,Soft Drink,8,685,0,5480.0,3412.03,2067.97,Cash,2,5480.0,False,False,False,True,2024,5,May,Wednesday,37.74
ORD1143,2024-05-22,C0143,Nisha Iyer,Female,46,Coimbatore,South,Vegetables,Tomato 1Kg,1,318,15,270.3,209.22,61.08,Cash,1,270.3,False,False,False,False,2024,5,May,Wednesday,22.6
ORD1579,2024-05-23,C0579,Shalini Das,Male,30,Kochi,South,Beverages,Juice Pack,2,672,15,1142.4,895.45,246.95,UPI,5,1142.4,False,False,False,False,2024,5,May,Thursday,21.62
ORD1177,2024-05-23,C0177,Hari Patel,Female,57,Mumbai,West,Vegetables,Potato 2Kg,8,177,20,1132.8,932.61,200.19,Card,2,1132.8,False,False,False,False,2024,5,May,Thursday,17.67
ORD1393,2024-05-24,C0393,Nisha Reddy,Male,20,Pune,West,Fruits,Orange 1Kg,6,36,20,172.8,141.47,31.33,UPI,5,172.8,False,False,False,False,2024,5,May,Friday,18.13
ORD1170,2024-05-24,C0170,Meena Verma,Male,21,Trichy,South,Beverages,Juice Pack,8,150,10,1080.0,769.39,310.61,Card,4,1080.0,False,False,False,False,2024,5,May,Friday,28.76
ORD1669,2024-05-28,C0669,Prakash Krishnan,Female,48,Hyderabad,East,Vegetables,Onion 1Kg,8,724,5,5502.4,4626.58,875.82,Cash,3,5502.4,False,False,False,False,2024,5,May,Tuesday,15.92
ORD1950,2024-05-29,C0950,Prakash Yadav,Male,38,Kochi,South,Beverages,Juice Pack,1,583,5,553.85,463.65,90.2,Cash,1,553.85,False,False,False,False,2024,5,May,Wednesday,16.29
ORD1681,2024-05-29,C0681,Manoj Kumar,Male,36,Pune,West,Dairy,Cheese,4,453,5,1721.4,1208.65,512.75,Card,2,1721.4,False,False,False,False,2024,5,May,Wednesday,29.79
ORD1636,2024-05-29,C0636,Harini Rao,Female,55,Trichy,South,Dairy,Yogurt Pack,3,711,10,1919.7,1165.86,753.84,Card,3,1919.7,False,False,False,False,2024,5,May,Wednesday,39.27
ORD1461,2024-05-29,C0461,Ajay Krishnan,Male,35,Kochi,South,Household,Mop Set,1,363,0,363.0,294.35,68.65,Card,1,363.0,False,False,False,False,2024,5,May,Wednesday,18.91
ORD1858,2024-05-31,C0858,Vijay Nair,Female,45,Pune,West,Dairy,Yogurt Pack,1,395,20,316.0,197.65,118.35,Cash,2,316.0,False,False,False,False,2024,5,May,Friday,37.45
ORD1298,2024-06-01,C0298,Prakash Iyer,Male,57,Trichy,South,Snacks,Chips Pack,3,306,10,826.2,587.84,238.36,Cash,5,826.2,False,False,False,False,2024,6,Jun,Saturday,28.85
ORD1590,2024-06-01,C0590,Aakash Reddy,Female,49,Pune,West,Household,Cleaner,4,308,0,1232.0,798.87,433.13,UPI,2,1232.0,False,False,False,False,2024,6,Jun,Saturday,35.16
ORD1199,2024-06-02,C0199,Deepa Das,Male,38,Chennai,South,Beverages,Coffee Powder,9,542,5,4634.1,3443.95,1190.15,Cash,4,4634.1,False,False,False,False,2024,6,Jun,Sunday,25.68
ORD1441,2024-06-02,C0441,Ajay Gupta,Female,18,Hyderabad,East,Dairy,Yogurt Pack,7,225,5,1496.25,1197.01,299.24,UPI,4,1496.25,False,False,False,False,2024,6,Jun,Sunday,20.0
ORD1717,2024-06-03,C0717,Sneha Gupta,Male,63,Bangalore,West,Household,Mop Set,6,72,20,345.6,230.47,115.13,UPI,4,345.6,False,False,False,False,2024,6,Jun,Monday,33.31
ORD1343,2024-06-03,C0343,Dinesh Rao,Male,30,Mumbai,West,Beverages,Soft Drink,5,448,0,2240.0,1831.68,408.32,Card,4,2240.0,False,False,False,False,2024,6,Jun,Monday,18.23
ORD1270,2024-06-04,C0270,Suresh Patel,Female,57,Kochi,South,Grocery,Wheat Flour 10Kg,6,764,5,4354.8,3296.67,1058.13,Cash,4,4354.8,False,False,False,False,2024,6,Jun,Tuesday,24.3
ORD1975,2024-06-05,C0975,Suresh Krishnan,Male,41,Delhi,North,Beverages,Tea Powder,1,573,0,573.0,418.0,155.0,UPI,2,573.0,False,False,False,False,2024,6,Jun,Wednesday,27.05
ORD1794,2024-06-06,C0794,Ravi Menon,Female,54,Delhi,North,Fruits,Banana Dozen,1,606,0,606.0,503.3,102.7,Cash,5,606.0,False,False,False,False,2024,6,Jun,Thursday,16.95
ORD1230,2024-06-06,C0230,Vijay Raj,Female,63,Delhi,North,Personal Care,Shampoo,5,277,0,1385.0,859.41,525.59,Cash,2,1385.0,False,False,False,False,2024,6,Jun,Thursday,37.95
ORD1101,2024-06-07,C0101,Pooja Verma,Female,59,Kochi,South,Snacks,Chips Pack,6,711,20,3412.8,2405.28,1007.52,UPI,4,3412.8,False,False,False,False,2024,6,Jun,Friday,29.52
ORD1033,2024-06-07,C0033,Rohit Sharma,Male,28,Madurai,South,Dairy,Yogurt Pack,6,598,15,3049.8,2572.38,477.42,UPI,4,3049.8,False,False,False,False,2024,6,Jun,Friday,15.65
ORD1277,2024-06-08,C0277,Deepa Joseph,Female,43,Madurai,South,Snacks,Chips Pack,5,105,20,420.0,348.7,71.3,Cash,1,420.0,False,False,False,False,2024,6,Jun,Saturday,16.98
ORD1450,2024-06-08,C0450,Rohit Verma,Male,59,Hyderabad,East,Grocery,Rice 5Kg,9,110,0,990.0,658.96,331.04,Card,3,990.0,False,False,False,False,2024,6,Jun,Saturday,33.44
ORD1498,2024-06-09,C0498,Lakshmi Joseph,Male,40,Trichy,South,Grocery,Rice 5Kg,9,337,10,2729.7,1972.16,757.54,Cash,3,2729.7,False,False,False,False,2024,6,Jun,Sunday,27.75
ORD1478,2024-06-10,C0478,Rohit Rao,Female,40,Coimbatore,South,Beverages,Tea Powder,9,436,20,3139.2,2148.4,990.8,Card,5,3139.2,False,False,False,False,2024,6,Jun,Monday,31.56
ORD1535,2024-06-10,C0535,Prakash Das,Female,25,Mumbai,West,Fruits,Banana Dozen,6,476,0,2856.0,1908.28,947.72,UPI,5,2856.0,False,False,False,False,2024,6,Jun,Monday,33.18
ORD1586,2024-06-10,C0586,Arun Rao,Male,49,Chennai,South,Dairy,Yogurt Pack,3,127,20,304.8,211.54,93.26,UPI,1,304.8,False,False,False,False,2024,6,Jun,Monday,30.6
ORD1329,2024-06-11,C0329,Ajay Kannan,Male,37,Kochi,South,Personal Care,Toothpaste,9,407,0,3663.0,2669.66,993.34,Cash,5,3663.0,False,False,False,False,2024,6,Jun,Tuesday,27.12
ORD1947,2024-06-11,C0947,Suresh Nair,Female,22,Mumbai,West,Grocery,Wheat Flour 10Kg,1,183,0,183.0,123.1,59.9,UPI,4,183.0,False,False,False,False,2024,6,Jun,Tuesday,32.73
ORD1403,2024-06-12,C0403,Shalini Das,Male,54,Pune,West,Dairy,Yogurt Pack,3,800,20,1920.0,1219.38,700.62,Cash,2,1920.0,False,False,False,False,2024,6,Jun,Wednesday,36.49
ORD1171,2024-06-12,C0171,Suresh Yadav,Female,50,Coimbatore,South,Personal Care,Shampoo,6,616,10,3326.4,2153.71,1172.69,Card,4,3326.4,False,False,False,False,2024,6,Jun,Wednesday,35.25
ORD1359,2024-06-12,C0359,Harini Joseph,Male,44,Coimbatore,South,Personal Care,Toothpaste,2,160,0,320.0,270.53,49.47,Cash,4,320.0,False,False,False,False,2024,6,Jun,Wednesday,15.46
ORD1381,2024-06-13,C0381,Ajay Babu,Female,18,Chennai,South,Beverages,Soft Drink,7,310,20,1736.0,1156.28,579.72,Card,4,1736.0,False,False,False,False,2024,6,Jun,Thursday,33.39
ORD1890,2024-06-13,C0890,Harini Mohan,Male,48,Hyderabad,East,Grocery,Wheat Flour 10Kg,7,786,10,4951.8,4086.47,865.33,Cash,3,4951.8,False,False,False,False,2024,6,Jun,Thursday,17.48
ORD1612,2024-06-13,C0612,Shalini Mohan,Female,29,Bangalore,West,Grocery,Wheat Flour 10Kg,5,491,5,2332.25,1760.05,572.2,UPI,2,2332.25,False,False,False,False,2024,6,Jun,Thursday,24.53
ORD1614,2024-06-15,C0614,Rohit Singh,Female,25,Bangalore,West,Grocery,Sugar 5Kg,3,406,15,1035.3,760.91,274.39,UPI,4,1035.3,False,False,False,False,2024,6,Jun,Saturday,26.5
ORD1773,2024-06-15,C0773,Manoj Raj,Male,47,Delhi,North,Vegetables,Onion 1Kg,6,655,10,3537.0,2492.43,1044.57,UPI,4,3537.0,False,False,False,False,2024,6,Jun,Saturday,29.53
ORD1055,2024-06-16,C0055,Shalini Menon,Female,24,Coimbatore,South,Fruits,Banana Dozen,10,646,0,6460.0,5132.13,1327.87,Cash,1,6460.0,False,False,True,False,2024,6,Jun,Sunday,20.56
ORD1935,2024-06-17,C0935,Ravi Paul,Male,41,Kochi,South,Beverages,Soft Drink,6,693,15,3534.3,2851.52,682.78,Cash,4,3534.3,False,False,False,False,2024,6,Jun,Monday,19.32
ORD1723,2024-06-17,C0723,Ajay Paul,Female,21,Madurai,South,Grocery,Rice 5Kg,6,347,15,1769.7,1496.26,273.44,Card,1,1769.7,False,False,False,False,2024,6,Jun,Monday,15.45
ORD1687,2024-06-17,C0687,Ravi Krishnan,Female,65,Salem,South,Personal Care,Soap Pack,10,295,20,2360.0,1600.68,759.32,Card,2,2360.0,False,False,False,False,2024,6,Jun,Monday,32.17
ORD1363,2024-06-18,C0363,Keerthana Singh,Male,49,Pune,West,Grocery,Rice 5Kg,3,542,15,1382.1,1123.6,258.5,Card,2,1382.1,False,False,False,False,2024,6,Jun,Tuesday,18.7
ORD1258,2024-06-18,C0258,Manoj Sharma,Male,31,Delhi,North,Dairy,Yogurt Pack,6,752,20,3609.6,2736.77,872.83,UPI,1,3609.6,False,False,False,False,2024,6,Jun,Tuesday,24.18
ORD1310,2024-06-20,C0310,Keerthana Paul,Male,63,Bangalore,West,Household,Detergent,2,268,10,482.4,407.91,74.49,Cash,3,482.4,False,False,False,False,2024,6,Jun,Thursday,15.44
ORD1585,2024-06-21,C0585,Kavya Rao,Female,53,Madurai,South,Snacks,Chips Pack,2,305,5,579.5,457.45,122.05,UPI,4,579.5,False,False,False,False,2024,6,Jun,Friday,21.06
ORD1690,2024-06-21,C0690,Sneha Reddy,Female,54,Bangalore,West,Snacks,Biscuits Pack,2,233,10,419.4,270.58,148.82,Cash,5,419.4,False,False,False,False,2024,6,Jun,Friday,35.48
ORD1583,2024-06-23,C0583,Aarthi Singh,Male,24,Pune,West,Grocery,Wheat Flour 10Kg,1,339,0,339.0,242.06,96.94,UPI,4,339.0,False,False,False,False,2024,6,Jun,Sunday,28.6
ORD1451,2024-06-23,C0451,Aakash Verma,Male,20,Salem,South,Dairy,Milk 1L,8,666,5,5061.6,3203.08,1858.52,Cash,3,5061.6,False,False,False,True,2024,6,Jun,Sunday,36.72
ORD1907,2024-06-24,C0907,Sanjay Nair,Male,20,Trichy,South,Fruits,Banana Dozen,5,750,10,3375.0,2490.88,884.12,Cash,2,3375.0,False,False,False,False,2024,6,Jun,Monday,26.2
ORD1131,2024-06-25,C0131,Meena Verma,Male,33,Kochi,South,Snacks,Biscuits Pack,2,376,0,752.0,546.06,205.94,Cash,4,752.0,False,False,False,False,2024,6,Jun,Tuesday,27.39
ORD1183,2024-06-26,C0183,Meena Yadav,Female,52,Bangalore,West,Dairy,Yogurt Pack,8,563,15,3828.4,2597.33,1231.07,Card,5,3828.4,False,False,False,False,2024,6,Jun,Wednesday,32.16
ORD1070,2024-06-26,C0070,Vijay Nair,Male,28,Trichy,South,Grocery,Rice 5Kg,4,295,0,1180.0,754.33,425.67,UPI,4,1180.0,False,False,False,False,2024,6,Jun,Wednesday,36.07
ORD1813,2024-06-26,C0813,Karthik Sharma,Male,43,Madurai,South,Personal Care,Soap Pack,4,243,0,972.0,669.85,302.15,Cash,3,972.0,False,False,False,False,2024,6,Jun,Wednesday,31.09
ORD1294,2024-06-27,C0294,Rahul Joseph,Male,43,Mumbai,West,Vegetables,Potato 2Kg,1,718,10,646.2,429.75,216.45,Card,5,646.2,False,False,False,False,2024,6,Jun,Thursday,33.5
ORD1096,2024-06-28,C0096,Divya Krishnan,Male,26,Coimbatore,South,Vegetables,Onion 1Kg,2,327,10,588.6,463.15,125.45,Cash,3,588.6,False,False,False,False,2024,6,Jun,Friday,21.31
ORD1424,2024-06-28,C0424,Aakash Gupta,Female,46,Delhi,North,Personal Care,Soap Pack,9,318,20,2289.6,1406.65,882.95,UPI,2,2289.6,False,False,False,False,2024,6,Jun,Friday,38.56
ORD1209,2024-06-28,C0209,Pooja Rao,Female,53,Salem,South,Dairy,Cheese,5,87,20,348.0,291.32,56.68,Card,1,348.0,False,False,False,False,2024,6,Jun,Friday,16.29
ORD1190,2024-06-29,C0190,Shalini Sharma,Male,43,Mumbai,West,Beverages,Tea Powder,1,204,15,173.4,142.29,31.11,Card,2,173.4,False,False,False,False,2024,6,Jun,Saturday,17.94
ORD1664,2024-06-29,C0664,Sneha Kumar,Male,64,Coimbatore,South,Snacks,Chips Pack,1,289,10,260.1,198.89,61.21,Card,1,260.1,False,False,False,False,2024,6,Jun,Saturday,23.53
ORD1649,2024-06-30,C0649,Priya Mohan,Female,63,Bangalore,West,Personal Care,Soap Pack,7,478,15,2844.1,1732.04,1112.06,UPI,4,2844.1,False,False,False,False,2024,6,Jun,Sunday,39.1
ORD1237,2024-06-30,C0237,Dinesh Joseph,Female,38,Bangalore,West,Snacks,Chips Pack,10,736,5,6992.0,5032.51,1959.49,Card,4,6992.0,False,False,True,True,2024,6,Jun,Sunday,28.02
ORD1380,2024-06-30,C0380,Prakash Mohan,Male,29,Mumbai,West,Vegetables,Onion 1Kg,10,226,5,2147.0,1446.1,700.9,UPI,5,2147.0,False,False,False,False,2024,6,Jun,Sunday,32.65
ORD1344,2024-06-30,C0344,Karthik Reddy,Female,58,Bangalore,West,Household,Detergent,3,107,15,272.85,186.4,86.45,UPI,1,272.85,False,False,False,False,2024,6,Jun,Sunday,31.68
ORD1012,2024-07-01,C0012,Rahul Rao,Male,58,Coimbatore,South,Fruits,Banana Dozen,8,28,10,201.6,169.94,31.66,Card,5,201.6,False,False,False,False,2024,7,Jul,Monday,15.7
ORD1802,2024-07-02,C0802,Pooja Iyer,Female,47,Salem,South,Vegetables,Onion 1Kg,7,652,5,4335.8,3051.38,1284.42,Card,2,4335.8,False,False,False,False,2024,7,Jul,Tuesday,29.62
ORD1782,2024-07-02,C0782,Ravi Raj,Female,63,Hyderabad,East,Snacks,Namkeen,9,408,15,3121.2,2277.61,843.59,Card,5,3121.2,False,False,False,False,2024,7,Jul,Tuesday,27.03
ORD1973,2024-07-03,C0973,Sneha Yadav,Female,18,Hyderabad,East,Dairy,Yogurt Pack,7,346,15,2058.7,1651.36,407.34,UPI,5,2058.7,False,False,False,False,2024,7,Jul,Wednesday,19.79
ORD1137,2024-07-04,C0137,Swathi Kannan,Male,64,Delhi,North,Grocery,Sugar 5Kg,3,636,15,1621.8,1035.62,586.18,Card,1,1621.8,False,False,False,False,2024,7,Jul,Thursday,36.14
ORD1395,2024-07-04,C0395,Meena Iyer,Male,53,Coimbatore,South,Snacks,Biscuits Pack,4,656,10,2361.6,1531.69,829.91,Card,5,2361.6,False,False,False,False,2024,7,Jul,Thursday,35.14
ORD1515,2024-07-04,C0515,Arun Joseph,Male,26,Salem,South,Grocery,Cooking Oil 1L,5,772,15,3281.0,2205.47,1075.53,UPI,1,3281.0,False,False,False,False,2024,7,Jul,Thursday,32.78
ORD1888,2024-07-05,C0888,Swathi Kumar,Female,24,Kochi,South,Fruits,Apple 1Kg,7,408,10,2570.4,1776.46,793.94,Card,4,2570.4,False,False,False,False,2024,7,Jul,Friday,30.89
ORD1924,2024-07-05,C0924,Vijay Kannan,Female,40,Salem,South,Beverages,Soft Drink,3,117,10,315.9,268.1,47.8,Card,4,315.9,False,False,False,False,2024,7,Jul,Friday,15.13
ORD1020,2024-07-06,C0020,Sanjay Mohan,Female,47,Trichy,South,Beverages,Tea Powder,4,574,15,1951.6,1239.35,712.25,UPI,1,1951.6,False,False,False,False,2024,7,Jul,Saturday,36.5
ORD1067,2024-07-07,C0067,Suresh Verma,Male,34,Delhi,North,Beverages,Coffee Powder,5,505,15,2146.25,1524.09,622.16,Card,1,2146.25,False,False,False,False,2024,7,Jul,Sunday,28.99
ORD1570,2024-07-08,C0570,Sneha Rao,Male,62,Delhi,North,Beverages,Coffee Powder,3,409,20,981.6,786.07,195.53,UPI,3,981.6,False,False,False,False,2024,7,Jul,Monday,19.92
ORD1497,2024-07-09,C0497,Nisha Patel,Male,50,Madurai,South,Personal Care,Toothpaste,6,521,20,2500.8,1832.81,667.99,Card,5,2500.8,False,False,False,False,2024,7,Jul,Tuesday,26.71
ORD1886,2024-07-09,C0886,Karthik Babu,Female,40,Salem,South,Household,Mop Set,6,134,0,804.0,552.69,251.31,UPI,1,804.0,False,False,False,False,2024,7,Jul,Tuesday,31.26
ORD1408,2024-07-10,C0408,Divya Das,Male,41,Madurai,South,Snacks,Biscuits Pack,9,683,10,5532.3,3611.92,1920.38,Cash,1,5532.3,False,False,False,True,2024,7,Jul,Wednesday,34.71
ORD1703,2024-07-10,C0703,Vignesh Nair,Male,29,Kochi,South,Vegetables,Onion 1Kg,8,663,10,4773.6,3271.51,1502.09,UPI,5,4773.6,False,False,False,False,2024,7,Jul,Wednesday,31.47
ORD1213,2024-07-11,C0213,Rahul Gupta,Male,48,Hyderabad,East,Grocery,Sugar 5Kg,10,642,0,6420.0,5254.16,1165.84,UPI,3,6420.0,False,False,True,False,2024,7,Jul,Thursday,18.16
ORD1476,2024-07-13,C0476,Deepa Nair,Male,51,Mumbai,West,Beverages,Tea Powder,2,128,5,243.2,178.24,64.96,Cash,2,243.2,False,False,False,False,2024,7,Jul,Saturday,26.71
ORD1315,2024-07-13,C0315,Keerthana Babu,Female,62,Hyderabad,East,Snacks,Namkeen,3,79,0,237.0,161.82,75.18,Cash,5,237.0,False,False,False,False,2024,7,Jul,Saturday,31.72
